Affiliated entity,Affiliated entity ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF,Average percentage of current residents up to date with COVID-19 vaccines,Average percentage of healthcare personnel up to date with COVID-19 vaccines
ADAMS COUNTY MEMORIAL HOSPITAL,10,9,1,1,0,0,0,44.4,33.3,22.2,3.4,3.4,3.1,3.6,3.9,3.4,0.7,50.5,47.2,0.8,3,0.3,59322.25,6591.36,1,0.1,23,9.1,1.7,3.2,46,78.4,88.2,1.84,1.03,10.8,4.2,4.6,2.9,1.1,26.7,24,95.6,96.8,0,28.7,4.5,6.1,20.6,10.1,48,10.6
ADVANCED HEALTH CARE,11,26,11,0,0,1,3.8,100,0,0,4.9,4.3,4.4,4.8,5.7,4.8,1.6,45.1,43.8,0.4,35,1.3,306142.08,11774.7,1,0,21.9,10.4,0.5,1.9,63.8,87.6,93.1,,,,,,,,,,,,,,,,,10.6,26,9.9
ADVANCED HEALTH CARE MANAGEMENT,12,6,2,0,0,0,0,100,0,0,2.8,2.8,3.7,3.3,4.1,3.3,0.5,38.4,25.2,0.2,2,0.3,19357,3226.17,0,0,26.7,13.6,1.5,1.7,63.5,93.1,98.7,2.33,2.47,13.5,2.4,8,1.9,1.1,27.1,23.8,99.1,100,0,20.4,2.4,2.1,26.7,12.1,34,0.9
ADVANCED HEALTHCARE SOLUTIONS,13,38,1,0,1,4,10.5,65.8,0,34.2,3,2.6,2.4,3.9,3.5,3.1,0.4,50.4,52.2,0.6,58,1.5,2409253.08,63401.4,4,0.1,27.4,14.6,1.1,2.1,59.6,86.3,91.4,1.77,2.09,7.1,2.9,4.3,0.3,1,18.5,14.4,96.7,97.6,0,17.7,3.7,2.7,20.9,10.5,24.5,7.3
ADVENTIST HEALTH,671,5,1,0,0,0,0,20,80,0,4.2,3.6,3.4,4.2,5.5,5,1.3,30.7,26.9,0.7,1,0.2,45701.5,9140.3,1,0.2,22.9,5.6,1.5,0.8,44.1,90.2,82.2,1.57,1.16,14.3,1.7,5.4,4.3,6,17.6,15.4,99.3,97.9,0.5,11.7,4.4,2,17.8,11.7,48.4,3.5
ADVINIACARE,16,12,2,1,2,2,16.7,100,0,0,1.4,1.6,1.7,2.6,3.5,3.1,0.6,47.7,65.2,4.3,20,1.7,1536966.36,128080.53,4,0.3,28.1,12.2,1.4,2.4,51.9,70.5,75.6,1.93,1.61,18.3,4.2,5.3,2.2,1.1,29,26.7,84.2,88.3,0.1,26.1,6.5,20.5,19.8,10.6,46.6,7.6
AHAVA HEALTHCARE,17,13,3,0,0,1,7.7,100,0,0,2.4,2.5,1.9,2.9,3.7,3.2,0.4,58.9,57.4,0.7,7,0.5,271955.58,20919.66,2,0.2,28.5,13.1,1.9,3.4,49.2,83.7,72.7,1.82,1.71,13.4,3.1,5.9,1.7,1,24.3,15.9,95.1,89,0,21.1,5.7,7.3,31.7,10.7,16.5,7.5
AHMC HEALTHCARE,18,5,1,0,0,0,0,100,0,0,3.2,3,3.2,4,7.6,7.1,2.6,13.5,15.8,,6,1.2,31351.46,6270.29,1,0.2,35,13.6,1.3,0,81,93.4,82.2,2.33,0.97,7,0.6,12.7,2.1,9.4,14.6,12.4,98.2,98.2,3.6,3.6,8.4,0.5,9.5,10.1,56,8
AJC HEALTHCARE,616,14,1,0,1,3,21.4,100,0,0,1.9,1.8,2.4,3.6,4,3.6,0.3,45,50.9,0.4,31,2.2,675768.06,48269.15,5,0.4,26.5,17.1,1.6,1.5,47.3,84.5,86.6,1.83,2.49,10.6,2.2,3.9,0.9,0.6,13.9,10.6,97.7,97.2,0,17.3,4.5,10.7,16.7,10.5,54.2,24.9
AKIKO IKE,582,6,3,0,1,0,0,100,0,0,2.7,2.3,3.8,2.7,3.9,3.6,0.8,43.4,32.8,0.8,7,1.2,564062.49,94010.42,4,0.7,22.3,9.8,2.4,4.5,52.9,86.5,78.7,1.93,1.29,21.6,3.8,6.2,1.4,1.2,27.4,26.7,96.3,94,0,30.2,7,2.9,16.7,10,56.3,14.5
ALARIS HEALTH,20,7,1,0,0,0,0,100,0,0,3,2.4,4.3,4.1,4.7,4.1,1.1,44.2,43.8,0.7,6,0.9,239207,34172.43,0,0,27.9,6.9,0.9,2.1,55.7,85.5,89.7,2.61,1.15,12.2,1.4,8.4,1.2,2,18.7,16.4,97.4,96.7,0,9.4,4.1,0.4,16.8,10.8,44.5,2
ALIYA HEALTHCARE,663,9,1,0,0,2,22.2,100,0,0,2.1,2.2,1.2,3.9,3.1,2.8,0.7,44.8,48.7,1,33,3.7,1676985.22,186331.69,13,1.4,29.5,9.5,1.6,1.9,42.6,50.9,55,1.62,1.13,23.7,1.6,6.7,0.1,0.1,10.9,5.6,87.8,80,0,19.7,6.3,91.5,17.8,10.7,21.2,8.1
ALLAIRE HEALTH SERVICES,21,15,4,0,2,2,13.3,100,0,0,1.9,1.5,2.8,4.2,3.8,3.2,0.6,56.6,52,0.8,18,1.2,1168623.06,77908.2,5,0.3,25.4,9.3,1.2,3.4,55.5,85.4,79.6,2.4,1.45,16,3,5.8,0.5,0.3,6.7,6.5,96.8,93.3,0,18.8,5.5,8.4,20.2,10.9,33.6,1.5
ALLEGIANT HEALTHCARE,22,5,2,0,0,0,0,100,0,0,2.2,2,2.2,4,3.9,3.7,0.5,67.7,79.9,1,19,3.8,242004.85,48400.97,0,0,29.1,9.7,1.4,1,46.2,87.5,88.8,1.87,1.92,8.5,1.4,6.9,0.3,4.5,12.6,7,98.3,97.6,0.1,12.1,5,1.4,22.8,11.5,24.1,9.6
ALLIANCE HEALTH & HUMAN SERVICES,23,7,1,0,0,0,0,0,100,0,4,3.9,4.1,3.6,4.1,3.7,0.7,35.7,37.8,0,5,0.7,105716,15102.29,0,0,30.6,14.5,0.6,3.4,52.4,85.7,87.3,1.48,1.32,16.7,3,4.2,2.9,1.4,19.5,17.9,95.9,96.3,0.1,15.4,2.5,0.5,15.9,11.8,43.5,11.7
ALLIANCE HEALTH GROUP,714,6,1,0,1,2,33.3,100,0,0,1.5,2,1.7,1.8,3.5,3.1,0.3,64.2,69.7,1,16,2.7,359459.91,59909.98,4,0.7,25,13.1,2.7,3.5,40.6,57.7,60.6,2.19,1.49,13.4,2.4,8.6,0.9,1.7,37.9,28.3,84.2,88.2,0,27.7,6.9,1.4,22.2,10.8,17.2,1.6
ALLURE HEALTHCARE SERVICES,25,15,1,0,0,3,20,100,0,0,2.7,3.1,1.8,2.6,3.6,3.3,0.6,43,48.8,0.5,17,1.1,665040.45,44336.03,7,0.5,23.8,19.3,0.9,3.9,44.2,50.3,63.4,1.64,2.08,20.7,3.8,5.1,4.1,1.4,28.6,21.4,92.7,91.4,0,28.8,6.4,63,23.6,10.3,46.9,5.2
ALPHA SNF MA,680,5,1,0,0,0,0,100,0,0,2.2,1.8,2.4,3.4,3.4,3.2,0.5,50.1,62,1.3,14,2.8,220744.96,44148.99,2,0.4,26.2,20.2,1.5,1.3,51.1,57.5,42.4,1.47,1.75,19.5,3.3,4.1,0.8,0.4,19.3,19.7,92.5,91,0,15.2,5.9,1.8,20.5,10.2,44.3,33.4
ALTERCARE,26,23,1,0,0,1,4.3,100,0,0,3.5,3,2.2,4.7,3.6,3.1,0.7,55.4,44.6,0.5,12,0.5,408111.01,17743.96,3,0.1,26.9,13.1,1.1,1.8,59.1,63.5,66.3,1.32,1.5,6.6,5,4.2,0.5,0.1,7.1,6.4,91.7,85.9,0,21.7,5.8,23.8,26.7,10.5,32.3,4.4
AMA HOLDINGS,27,13,1,0,2,1,7.7,100,0,0,1.7,1.8,1.3,2.6,3.5,3,0.4,70.5,71.6,0.6,21,1.6,755482.29,58114.02,8,0.6,28,13.9,1.5,5.1,51.4,45.6,47.8,2.08,2.1,13.2,3.3,5.2,1.1,0.2,17.2,14.7,86.2,76.5,0,24.6,1.5,51.3,21.4,10.6,46,33
AMBASSADOR HEALTH,28,4,2,0,0,0,0,100,0,0,4.5,4.3,3.5,3.5,5.4,4.7,1.3,39.3,32.1,0,1,0.3,9750,2437.5,0,0,22.9,13.5,1.5,0.4,60.5,64.9,87.4,1.88,2.16,14.4,3.9,2.4,2.3,2.2,18.2,16.7,93,88.8,0.6,20.4,2.7,1.1,24.1,10.5,40.7,4.1
AMERICAN BAPTIST HOMES OF THE MIDWEST,29,6,5,0,0,2,33.3,0,100,0,2.3,1.8,3.2,3.5,4.1,3.8,0.7,55.5,55.4,0.8,7,1.2,124559.75,20759.96,3,0.5,23,16.9,2.3,5.1,57.9,85.6,90.4,1.55,1.31,15.6,3.7,4.3,3.8,0.9,26.3,19.5,99.4,99.5,0,29.2,3.7,3.4,10.8,9.7,73.3,2.4
AMERICAN HEALTH COMMUNITIES,30,25,2,0,3,3,12,100,0,0,2.4,2.6,2.1,2.7,3.7,3.2,0.6,49.1,43.4,0.4,20,0.8,999329.19,39973.17,6,0.2,23.3,15.3,2,4.6,50.3,75.1,76.2,1.48,1.24,22.6,2.5,6,3.1,1.7,23,16.6,90.4,87.1,0.1,19.8,6.8,13.7,54.2,11,25.6,7.8
AMERICAN HEALTH FOUNDATION,31,6,2,0,0,1,16.7,0,100,0,2.3,2.5,2.5,2.7,3.7,3.4,0.6,60.2,54.5,0.5,9,1.5,437763.3,72960.55,2,0.3,26,10.2,2.4,1.9,44.5,59.9,59.8,1.34,1.24,11.3,3.6,3.5,1.4,1.1,31.7,21,93.8,86.3,0,23.8,4.9,6.9,20.8,9.9,62.6,16.8
AMERICAN SENIOR COMMUNITIES,33,78,1,0,0,0,0,38.5,20.5,41,3.6,3.3,2,4.4,3.5,3,0.5,46.6,39.1,0.5,22,0.3,393445,5044.17,2,0,22.2,12,1.3,2.8,49.9,89.7,89.3,1.62,1.43,7.9,3.5,4.9,1,0.3,13.1,11.1,98.8,97.1,0,22.7,4.5,29.4,21.9,10.4,40.4,4.1
AMERICARE SENIOR LIVING,34,23,2,0,0,0,0,100,0,0,3.9,3.9,3.1,3.3,3.6,3.1,0.5,49.2,41.6,0.3,9,0.4,184456,8019.83,0,0,24.7,15.1,2,1.8,60.4,76.9,85.2,1.92,2.5,20.8,4.4,5.1,2.2,2.4,16.8,16.1,94.7,96.9,0,22.3,7.6,2.5,24.2,10.4,45.8,2.4
ANEW HEALTHCARE,35,10,3,0,2,2,20,100,0,0,1.5,1.7,1.2,2.9,3.1,2.8,0.3,,,,18,1.8,567311.42,56731.14,3,0.3,22.2,7.6,0.7,3.2,50.4,59.5,40.9,1.72,2.22,19,2.7,4,2.9,2,24.2,21.1,90,74.2,0,24.6,3.5,5.4,25.4,10.1,28.9,12.2
ANTHONY & BRYAN ADAMS,36,37,2,0,0,1,2.7,100,0,0,3.6,3.4,2.8,3.9,3.8,3.2,0.4,55.1,52.8,0.5,13,0.4,187525.5,5068.26,1,0,28.3,14.3,0.6,3.1,54.5,68.8,78.7,1.87,1.92,4.7,3.7,4.8,1,0.4,15.7,11.4,93.4,95.2,0,16.6,3.2,0.6,17.1,10.8,42,1.1
AOM HEALTHCARE,37,20,1,1,1,1,5,100,0,0,2.4,1.9,1.8,4.6,3.2,2.8,0.4,58.9,63.6,1,19,1,737600.31,36880.02,7,0.4,27.2,15.1,0.4,4.1,44.9,61.6,81.9,1.24,1.73,11.4,3,4.3,0.3,0.1,9.2,6.7,94.7,93.9,0,17,5.1,19.1,29.7,11.2,26.9,0.1
APERION CARE,38,34,2,2,2,12,35.3,97.1,0,2.9,1.7,2.1,1.4,2.7,2.9,2.5,0.5,51,46.3,0.6,102,3,4155777.48,122228.75,40,1.2,27.8,12.4,3,2.4,34.4,51.4,48.7,1.9,1.92,24.4,2.9,5.6,0.7,0.7,19.6,14.5,91.4,86.8,0.1,23.1,5.8,79.6,17.1,10.6,44.5,3.7
APPLE REHAB,39,20,2,0,1,6,30,100,0,0,2,2.1,2.6,2.6,3.4,3.1,0.6,45.8,52.2,0.8,30,1.5,1044535.33,52226.77,3,0.2,29.1,12.7,2.2,2.4,51,44.2,41.1,2.52,1.64,17.5,3.5,4.5,2.8,2.1,26,22,88.2,72.4,0,22.4,8.4,4.1,16,10.4,61,3.6
ARABELLA HEALTHCARE MANAGEMENT,633,13,2,0,0,1,7.7,100,0,0,2.5,2.5,3,3.3,3.5,3.1,0.6,56,56.6,0.9,36,2.8,468239.81,36018.45,3,0.2,30.5,13.4,2,1.9,47.8,70.5,87,2.05,1.51,20,2.3,6.6,1.7,1.1,13.2,9.3,95.8,91.9,0,16.8,6.7,1.2,18.7,10.7,20.3,9.1
ARBOR CARE CENTERS,40,9,1,0,0,0,0,100,0,0,2.2,2.6,2.2,2.7,3,2.8,0.5,59.3,52,1.2,2,0.2,23861.5,2651.28,1,0.1,20.3,6.2,1.1,4.3,42.4,68.8,67.1,1.71,1.77,22.3,4.1,5.3,2.1,2.7,25.4,22.4,96.3,92.4,0,29.1,5.2,2.5,23,10.7,48,1.8
ARBORETA HEALTHCARE,618,21,4,0,1,2,9.5,95.2,0,4.8,1.5,1.9,2.1,2.4,3.2,2.9,0.6,100,100,1.6,27,1.3,941175.21,44817.87,9,0.4,27.8,20,3.9,3,47.2,79.1,80.1,1.82,2.75,21.7,2.8,3.8,2.1,2.1,25.8,21.1,97.3,92.5,0.1,23.3,4.9,2.9,27.1,10.1,49,4
ARBORS AT OHIO,41,16,1,0,0,2,12.5,100,0,0,2.1,1.9,2.5,3.4,3.7,3.3,0.6,54.4,48.1,0.8,24,1.5,940142.75,58758.92,8,0.5,27.9,18.6,1.7,1.8,47.1,76,71.7,1.71,2.05,12.6,3.5,4.8,0.8,0.4,13.2,8.2,96.8,93.9,0,23,8.4,2.9,29.4,10.4,19.1,0.4
ARCADIA CARE,42,11,1,0,1,4,36.4,100,0,0,1.9,2.1,1.3,2.6,2.8,2.6,0.5,51.2,51.2,0.7,33,3,1596272.7,145115.7,11,1,26.4,13.7,1.6,3.4,35.8,74.7,71.5,1.93,2.65,13.1,3.4,3.2,1.1,0.8,25.1,18.6,90.5,91.1,0,24.8,12.9,77.8,18.1,10.5,41.1,6.1
ARCHCARE,43,7,1,0,0,0,0,14.3,85.7,0,3.4,2.7,2.7,4.7,3.3,3,0.9,39.4,46.8,0.3,2,0.3,22900.75,3271.54,0,0,21.8,7.6,0.9,1.7,71.9,73.4,72.4,1.47,0.9,9.3,2.1,4.6,0.5,0.2,10,10.3,94.2,84.5,0,23.1,6,22.5,13.4,10.1,56.9,2.1
ARISTACARE,45,4,2,0,0,0,0,100,0,0,1.8,1.8,2,3,3.6,3.4,0.5,42.8,39.4,0.3,5,1.3,392939.36,98234.84,0,0,24.4,12.9,1.5,3.4,45.8,56.6,48.1,1.95,0.89,13,1.9,6.9,0.5,0.6,4.9,6.3,92.7,66.8,0.2,10.7,5.7,12.5,23.1,10.4,23.6,1.1
ARROWHEAD HEALTHCARE PARTNERS,46,5,1,0,0,1,20,60,0,40,1.8,2.2,1,4.2,2.8,2.5,0.4,54.7,66.6,1,10,2,339964.66,67992.93,1,0.2,24.5,10.3,0.7,1.9,59.8,87.4,97.4,1.77,1.48,6.6,2.6,3.8,0.9,0.3,17.8,14.4,98.7,99.9,0,23.9,5.3,1.2,15,11.9,65.6,0.4
ASBURY COMMUNITIES,47,7,3,0,0,0,0,0,100,0,3.4,3.3,3.9,3.9,4,3.6,0.8,37,27,0.4,6,0.9,31043.81,4434.83,1,0.1,18.4,11.9,1.9,3.8,57.1,91.1,94.1,1.36,1.48,13.3,3.9,3.9,0.9,0.5,31,19,98.7,97.2,0,24.5,7.7,3.4,20.1,10.1,60.5,5.7
ASCENSION LIVING,48,25,10,0,0,2,8,4,96,0,2.4,2.5,3.4,2.6,3.9,3.5,0.9,54.4,47.5,0.5,46,1.8,1864903.28,74596.13,15,0.6,26.4,15.1,1.1,3.5,49,78.2,76.1,2.08,2.06,13.2,4.6,6.8,2.6,0.9,28.6,23.1,95.2,93.4,0,20.4,5.1,8.2,15.6,10.8,41.8,3.5
ASCENTRIA CARE ALLIANCE,49,5,2,0,0,0,0,0,100,0,4,4,3.8,3.2,4.3,3.7,0.6,34.2,35.6,0.8,2,0.4,11150.75,2230.15,0,0,27.6,13,1.1,2.2,58.9,82,79.3,2.18,1.77,15,3.4,5.2,2.2,0.3,23.4,19.8,96.3,85.6,0.2,24.4,5.7,0.3,17.3,10.1,54.2,20
ASPEN SKILLED HEALTHCARE,50,30,1,0,2,3,10,100,0,0,3.1,2.8,3.6,3.9,4.4,4,0.7,40,36.8,0.2,64,2.1,1509729.58,50324.32,6,0.2,26,11.9,1.3,0.9,51,95.9,98.1,2.15,1.77,7,1.5,5.5,1.5,1.4,18.5,12.6,98.3,99.6,0,18.1,4.3,4.1,10.9,10.4,43.6,21.4
ASPIRE HEALTH GROUP,672,52,1,0,1,7,13.5,100,0,0,2,1.9,2.5,3.6,3.3,3.1,0.5,48.4,56.2,1.4,168,3.2,3883074.02,74674.5,3,0.1,26.1,9.4,1.2,2.8,45.1,90.6,90.9,2.08,1.25,6,2.6,6.6,0.8,0.7,18,12.9,98.5,97,0,20.4,7.7,2.3,20.1,10.7,24.1,15.5
ASPIRE SENIOR LIVING,51,8,1,0,0,0,0,100,0,0,2.4,3,2.1,1.6,3.2,2.9,0.4,51.7,50.8,1,5,0.6,69884.4,8735.55,1,0.1,26.2,22.6,7.9,1.8,56.7,73.4,62.8,2.4,2.26,25.9,3,5.3,5.8,1.6,25.8,19.5,95.6,81.8,0,14.4,5.3,8.1,29.9,11.6,33.3,1.4
ATHENA HEALTHCARE SYSTEMS,52,36,3,0,1,3,8.3,100,0,0,1.7,1.8,2.6,2.4,3.4,3,0.5,34.9,44,0.5,74,2.1,3557446.52,98817.96,13,0.4,29.4,14.2,1.9,2.3,50.1,61.6,65.8,2.16,1.86,26.4,4,4.8,1.9,1.2,23.4,19.6,88.8,88.2,0,24.9,6.5,6.1,24.1,10.5,46.2,7.8
ATIED ASSOCIATES,53,18,4,1,1,5,27.8,100,0,0,1.8,2.4,1.8,2.5,3.1,2.7,0.6,46.7,44.1,0.5,44,2.4,2611406.81,145078.16,20,1.1,27,12.9,3.9,3.9,40.5,47.3,45.4,1.98,1.65,22.4,2.5,5.2,1.7,1.6,19.9,13.9,89.2,77.9,0,17.6,6.2,51.8,14,10.5,51.1,7.6
ATLAS HEALTHCARE,598,14,2,0,1,1,7.1,100,0,0,3.1,2.6,2.1,4.5,3.6,3.3,0.5,50.7,47.2,0.9,9,0.6,887602.88,63400.21,0,0,22.9,8.7,1.6,2.5,52.9,65.4,67.7,1.7,0.98,12.2,2.5,5.3,0.3,0.1,8,7.4,98,88.4,0,24.5,4.3,10.1,20.1,10.3,47.4,3.4
ATRIUM CENTERS,54,27,4,0,0,1,3.7,100,0,0,3,2.9,3.1,3.7,3.5,3.1,0.7,46.5,39.8,0.4,29,1.1,1282186.75,47488.4,10,0.4,23.9,16.7,1.2,3.1,55.5,72,69.2,1.57,2.01,14.7,3.5,4.5,2.2,1.9,15.8,13.3,93.2,89.9,0.2,13.6,7.2,4.8,17.7,10.6,51,10.3
ATRIUM HEALTH,55,6,1,0,0,0,0,0,100,0,3.8,3.5,3.8,3.7,4.7,4,1.3,38,27.7,0,2,0.3,17054.25,2842.38,0,0,20,9.4,0.9,5.5,47.9,76.1,75.1,1.74,2.15,7.6,1,8.2,2.8,1.5,33.3,21.8,90.9,69.3,0,27.7,7.1,1.6,20.6,10.6,33.3,1.5
AUTUMN LAKE HEALTHCARE,56,53,5,0,1,4,7.5,98.1,1.9,0,2.3,2.3,2.3,3.3,3.6,3.3,0.5,45.4,45.1,0.6,20,0.4,907479.55,17122.26,4,0.1,25.5,11.1,1.3,2.6,49.3,86.3,89.8,1.6,1.42,12.7,1.8,6.2,0.9,0.5,33.1,26.9,98.2,98.1,0,25.9,6.8,18.6,14.5,11.6,43.9,15.7
AVALON HEALTH CARE,57,14,6,0,0,3,21.4,92.9,0,7.1,3.2,2.9,4,3.7,4.6,4.1,1,47,44.4,0.3,11,0.8,237877.25,16991.23,1,0.1,21.4,14.9,0.8,0.9,50,91.9,91.3,1.31,1.4,10.4,3.7,4.5,2,0.5,24.8,15.5,98.2,98.5,0,22.9,5.2,9.2,17.4,10,48.1,11.6
AVAMERE,58,33,2,0,0,4,12.1,100,0,0,2.9,2.6,3.4,3.6,4.6,4.1,0.6,44.4,55.2,1.1,51,1.5,1958479.39,59347.86,5,0.2,21.4,16.1,1.4,1.8,53,84.1,91.3,1.43,1.56,13.2,2.6,6.7,2.1,1.8,26.9,17.1,95.3,97.1,0,21.5,5.1,13,11.2,9.4,37.5,9.5
AVANTE CENTERS,59,11,1,0,0,0,0,90.9,9.1,0,2.9,2.7,2.3,3.6,3.5,3.3,0.5,48.8,45,1.9,4,0.4,87730.5,7975.5,1,0.1,28.4,10.7,1,2.5,44.5,96,89.3,2.12,1.06,3.8,2.6,7.2,0.1,0.2,12.1,9,100,95.6,0,17.5,6.2,2.1,11.3,11.1,21,37.8
AVENTURA HEALTH GROUP,60,12,3,1,1,3,25,100,0,0,1.9,1.6,2.5,4,3.5,3.2,0.5,61.8,64,1,19,1.6,1476301.28,123025.11,8,0.7,26.7,12,1.8,2.7,55.4,57.8,63.9,1.76,1.58,14,2.5,5.7,1,0.8,13.3,11,90.7,84,0.1,23.6,6.7,8.9,20.9,10.3,28.6,2.4
AVERA HEALTH,61,10,3,0,0,0,0,0,100,0,3.9,3.1,4.8,3.3,4.3,3.7,1.1,38,21.4,0.4,5,0.5,61207.25,6120.73,2,0.2,18.4,15.2,1.3,3.9,69.4,91.6,94.5,1.18,1.77,12.5,4.5,4.5,1.5,4.5,26.4,22.3,99.3,99.9,0,23.3,4.4,2,14.7,10,59.7,2.5
AVID HEALTHCARE GROUP,700,11,1,1,0,0,0,100,0,0,1.1,1.6,1,2.1,3.5,3.1,0.5,76.7,67.4,0.7,14,1.3,355291.24,32299.2,9,0.8,24.3,13.5,2,2.7,49.4,71.8,79.8,2.19,1.95,23.2,2.9,5,1.2,1.9,31.5,23.5,95.8,92.9,0.5,26.8,7.4,12.3,21.7,10.4,46.1,3.2
AVIR HEALTH GROUP,719,18,1,1,1,2,11.1,100,0,0,2,2,1.1,4.5,3.1,2.8,0.3,62.4,57.3,0.8,49,2.7,1585014.37,88056.35,3,0.2,24.8,16,0.9,1.4,57,92.2,96.8,1.99,2.14,4.5,2.4,3.8,0.1,0.4,9.4,13.4,96.2,98.8,0,8.5,2.3,3.2,29.7,11.8,41.7,1.3
AYDEN HEALTHCARE,63,11,1,0,0,0,0,100,0,0,2.1,1.8,1.6,4.5,3.4,3,0.4,55.3,47.4,0.7,24,2.2,409900.4,37263.67,2,0.2,24,18.3,0.4,1.6,45.6,60.8,67.6,1.52,2.43,7,2.5,4.3,0.2,0.2,9.2,5.6,86.8,92.1,0,23.7,5.4,26.4,24.9,10.8,32.8,5.9
AZRIA HEALTH,64,9,2,0,0,0,0,100,0,0,2.1,2.2,2.8,1.9,3.9,3.4,0.5,54.2,53.6,0.4,7,0.8,106720.35,11857.82,5,0.6,27.2,19.5,1.8,2.9,54.5,61.1,73.8,1.94,2.83,17.3,4,5.2,2.7,2.9,29.9,23.6,93.3,86.2,0.2,28,3.9,4.7,19.9,10.2,45,2.9
BALL HEALTHCARE SERVICES,66,10,1,0,0,1,10,100,0,0,2.2,2.4,2.8,2,3.3,2.8,0.6,41.1,37.1,0.1,1,0.1,9317.75,931.78,0,0,25.3,13.8,3.1,4.7,49.4,66.9,68.2,2.14,1.94,17.8,2,7.4,4.8,3.1,25.5,20,91.8,80.1,0.6,10.2,4.9,0.4,17.2,9.6,38.5,2.1
BALLAD HEALTH,67,4,2,0,0,0,0,0,75,25,3.5,3.3,4.5,3.5,5.3,4.3,1.5,35.9,21.6,0,1,0.3,9769.5,2442.38,1,0.3,28,13,0.9,1.1,63.8,83.4,79.6,1.49,1.36,21.4,1.5,4.5,5.8,2.8,42.4,22.9,98.8,98.1,3,25,3.4,3.9,23.6,10.7,43.3,4.1
BANECARE MANAGEMENT,68,9,1,0,0,0,0,100,0,0,3.3,3.2,2.2,3.3,3.8,3.4,0.6,,,1.1,8,0.9,378621.75,42069.08,0,0,27.8,10.4,1.3,2.5,49.3,79.8,76.5,1.39,1.07,19,3.9,4,1.9,1.1,27.4,22.9,96.6,92.5,0,24.8,4.9,2.5,16.4,10.4,62.8,25.1
BAYSHIRE SENIOR COMMUNITIES,682,10,1,0,0,0,0,100,0,0,2.3,2.4,1.8,3.8,4.3,4,0.5,51,46.7,0.7,67,6.7,594984.85,59498.49,3,0.3,25.1,12.1,1.1,1.9,47,94.4,98.7,1.76,2.39,9.4,2.6,4,0.4,0.6,22,14.6,99.4,99.3,0,9.8,4.1,12.6,16.2,12.7,28.1,9.8
BEACON HEALTH MANAGEMENT,69,22,2,1,0,2,9.1,100,0,0,1.1,1.7,1.2,2.1,2.9,2.7,0.4,57,74.8,1.4,91,4.1,1587150.83,72143.22,16,0.7,23.5,16.7,3.7,5.4,51.1,72.7,59.9,2.02,2.51,33.1,2.8,6.1,1.9,1.8,26.2,20.4,94.9,84.7,0.1,20.8,7.5,6.9,28.4,10.3,44.9,17.8
BEAR MOUNTAIN HEALTHCARE,70,13,2,0,1,0,0,100,0,0,2,2.1,2.5,2.7,3.6,3.2,0.5,41.7,44.5,1.1,21,1.6,781809.07,60139.16,3,0.2,31.3,11.9,2.1,2,51.6,82.6,76,1.98,1.38,20.2,3.1,7.2,1.3,0.9,21,18.5,94.3,91.1,0.2,17,5.7,4.2,20.3,10.9,67.9,20.3
BEDFORD CARE CENTERS,71,7,1,0,0,0,0,100,0,0,2.3,2.6,3.6,1.4,4.3,3.8,0.6,54.8,60.8,0,11,1.6,361301.37,51614.48,3,0.4,38.5,17.1,1.8,3.7,49.3,87,96.4,3.23,3.66,21.1,2.7,7.2,2.6,2.5,36.6,25.6,93,98.9,0.9,24.6,9.8,8.8,27.8,11.6,54.7,2.2
